,A Room with a View.txt,A Doll's House.txt,A Christmas Carol in Prose Being a Ghost Story of Christmas.txt,A Modest Proposal.txt,A Short History of English Agriculture.txt,A Smaller History of Rome.txt
"ready,”",1,0,0,0,0,0
ready-made,0,0,0,0,1,0
ready;,0,0,1,0,0,0
ready]_.,0,1,0,0,0,0
read—I,1,0,0,0,0,0
read—a,1,0,0,0,0,0
real,1,1,1,0,1,1
"real,",0,0,0,1,1,0
real.,1,0,0,0,0,0
real;,1,0,0,0,1,0
realise,0,1,0,0,0,0
realism.,1,0,0,0,0,0
realistic—a,0,1,0,0,0,0
reality,1,0,1,0,1,1
"reality,",0,0,0,0,0,1
reality.’,1,0,0,0,0,0
realization,0,0,0,0,1,0
realize,1,0,0,0,1,0
realize.,1,0,0,0,0,0
realized,1,0,0,0,1,1
"realized,",0,0,0,0,1,0
realized.,0,0,0,0,1,0
realize—”,1,0,0,0,0,0
realizing,1,0,0,0,1,0
"reallotted,[5]",0,0,0,0,1,0
really,1,1,1,0,1,1
"really,",1,1,0,0,0,0
"really,”",1,0,0,0,0,0
really.,1,1,0,0,0,0
really—,0,1,0,0,0,0
really—I,1,0,0,0,0,0
realm,0,0,0,0,1,0
"realm,",0,0,0,0,1,0
realm[288];,0,0,0,0,1,0
realme,0,0,0,0,1,0
"realme',",0,0,0,0,1,0
realme'.,0,0,0,0,1,0
reap,0,0,0,0,1,1
reap;,0,0,0,0,1,0
reaped,0,0,0,0,1,0
reaper,0,0,0,0,1,0
"reaper,",0,0,0,0,1,0
reaper.,0,0,0,0,1,0
reapers,0,0,0,0,1,0
"reapers,",0,0,0,0,1,0
reapers.,0,0,0,0,1,0
reapers;,0,0,0,0,1,0
reaping,0,0,0,0,1,0
"reaping,",0,0,0,0,1,0
reappear,0,0,0,0,1,0
reappear.,0,0,0,0,1,0
"reappearance,",0,0,1,0,0,0
reappeared,1,0,0,0,1,0
"reappeared,",1,0,0,0,0,0
reappearing,1,0,0,0,0,0
rear,0,0,0,0,0,1
"rear,",0,0,0,0,0,1
rear.,0,0,0,0,0,1
reared,1,0,0,1,1,0
"reared,",0,0,0,0,1,0
rearing,0,0,0,0,1,0
"rearing,",0,0,0,0,1,0
rearrangement,0,1,0,0,0,0
reason,1,1,1,1,1,1
"reason,",0,1,0,0,1,0
reason.,1,1,0,0,0,0
reason.”,1,0,0,0,0,0
reason;,0,1,0,0,0,0
reasonable,1,1,1,1,1,1
"reasonable,",0,0,0,0,1,0
reasonable.,0,1,0,0,0,0
reasonably,0,0,0,1,0,0
reasonably.,0,1,0,0,0,0
reasons,1,0,0,0,1,1
"reasons,",1,0,0,0,0,0
reasons.,1,0,0,0,0,0
"reason—well,",0,1,0,0,0,0
rebel,1,0,0,0,0,0
"rebelled,",1,0,0,0,0,1
rebelled.,0,0,0,0,0,1
rebellion,0,0,0,0,1,1
rebellion.,0,0,0,0,1,0
rebellious,1,0,0,0,0,0
rebels,0,0,0,0,0,1
rebels.,0,0,0,0,0,1
rebuff.,1,0,0,0,0,0
rebuild,0,0,0,0,0,1
rebuilding,0,0,0,0,0,1
rebuilt,0,0,0,0,1,1
"rebuilt,",0,0,0,0,1,1
rebuilt.,0,0,0,0,0,1
rebuilt;,0,0,0,0,1,0
"rebuke,",0,0,1,0,0,0
rebuked,1,0,0,0,0,0
rebukes,0,0,0,0,0,1
recall,1,1,0,0,0,1
"recall,",0,0,0,0,0,1
recall.,0,0,0,0,0,1
recalled,1,0,0,0,0,1
"recalled,",0,0,0,0,0,1
recalling,0,0,0,0,0,1
"recalling,",0,0,1,0,0,0
recalls,0,0,0,0,1,0
recast,1,0,0,0,0,0
receded,1,0,1,0,0,0
receded.,1,0,0,0,0,0
receding,1,0,0,0,0,0
receipt,1,1,1,1,1,1
receipts,0,0,0,1,1,0
receive,1,1,1,1,1,1
received,1,1,1,1,1,1
received!,0,0,1,0,0,0
"received,",0,0,0,0,1,1
received.,0,0,1,0,0,1
received;,0,0,0,0,1,0
receiver,0,0,0,0,1,0
receives,0,0,0,0,0,1
receiving,1,1,1,1,1,1
recent,1,0,0,0,1,1
"recent,",0,0,0,0,1,0
recently,1,1,1,1,1,1
recently.,1,0,0,0,0,0
reception,1,0,0,0,0,0
reception-hall,0,0,0,0,0,1
recessed,1,0,0,0,0,0
recipe,0,0,0,0,1,0
recipients,0,0,0,0,1,0
"recited,",1,0,0,0,0,0
reciting,0,1,0,0,0,1
reckless,0,1,0,0,0,0
"reckless,",0,0,0,0,1,0
reckless.,1,0,0,0,0,1
recklessly,1,0,0,0,0,0
recklessly.,0,1,0,0,0,0
reckon,0,0,0,1,1,0
reckoned,0,0,0,1,1,1
reckoning,0,0,0,1,1,0
reckons,0,0,0,0,1,0
reclaim,0,0,0,0,1,0
reclaimed.,0,0,0,0,1,0
"reclamation,",0,0,1,0,0,0
reclined,1,0,0,0,0,1
recognise,0,1,1,0,0,0
recognised,0,0,1,0,0,0
recognising,0,1,1,0,0,0
recognition,0,0,1,0,0,1
recognize,1,0,0,0,0,1
"recognize,""",0,0,0,0,0,1
recognized,1,0,0,0,1,1
"recognized,",0,0,0,0,1,1
recognized.,0,0,0,0,1,0
recognizing,0,0,0,0,0,1
recoil.,1,0,0,0,0,0
recoiled,1,0,1,0,0,0
recollect,0,0,1,0,0,1
recollected,1,0,0,0,0,1
"recollected,",0,0,0,0,0,1
recollection,0,0,1,0,0,0
"recollection,",0,0,0,0,1,0
recollections,0,1,0,0,0,0
recommenced,0,0,0,0,0,1
recommend,0,0,0,1,0,0
recommendation,0,0,0,0,1,0
recommendation.,0,0,0,0,0,1
recommended,0,0,0,0,1,1
"recommended,",0,0,0,0,1,0
recommending,0,0,0,0,1,0
recommends,0,0,0,0,1,0
recompense,0,0,0,0,1,1
recompensed,0,0,1,0,0,0
"recompensed,",1,0,0,0,0,0
reconciled,0,0,1,0,0,1
"reconciled,",1,0,0,0,0,1
reconciled.,0,0,0,0,0,1
reconciliation,0,0,0,0,0,1
"reconciliation,",0,0,0,0,0,1
reconnoitre,0,0,0,0,0,1
reconverted,0,0,0,0,1,0
record,0,0,0,0,1,1
record.,0,0,0,0,1,0
recorded,0,0,0,0,1,1
records,0,0,0,0,1,0
records.,0,0,0,0,1,0
recount,0,0,0,0,0,1
recounting,0,0,0,0,0,1
"recounting,",0,0,0,0,0,1
recourse,0,0,0,0,0,1
recover,1,1,0,0,1,1
recover.,0,0,1,0,0,0
recovered,1,1,0,0,0,1
"recovered,",0,0,0,0,1,0
recovered.,0,0,0,0,1,0
recovering,0,0,0,0,1,1
recovery,0,0,0,0,1,1
"recovery,",0,0,0,0,1,0
recreations;,0,0,0,0,1,0
"recriminations,",0,0,0,0,0,1
recrossed,0,0,0,0,0,1
recruit,0,0,0,0,0,1
recruited,0,0,0,0,1,0
rector,1,0,0,0,1,0
"rector,",1,0,0,0,0,0
rectory,1,0,0,0,0,0
recumbent,1,0,0,0,0,0
recuperative,0,0,0,0,1,0
red,1,1,1,0,1,0
"red,",0,0,1,0,1,0
red-faced,0,0,1,0,0,0
red-hot,0,0,1,0,0,0
red.,1,0,0,0,0,0
red.[387],0,0,0,0,1,0
red.[746],0,0,0,0,1,0
red;,1,0,0,0,1,0
"redden,",1,0,0,0,0,0
reddened,1,0,0,0,0,0
reddening.,1,0,1,0,0,0
reddish-brown,0,0,0,0,1,0
redeem,0,0,0,0,0,1
redeemed,0,0,0,0,1,1
redistribute,1,1,1,1,1,1
redistributing,1,1,1,1,1,1
redistribution.,1,1,1,1,1,1
redivided,0,0,0,0,0,1
redivision.',0,0,0,0,1,0
redoubled,0,0,0,0,1,1
redoubled.,0,0,0,0,0,1
redounded,0,0,0,0,1,0
redress,0,0,0,0,1,0
redress.,0,0,0,0,1,0
reduce,0,0,0,0,1,1
reduced,1,0,0,0,1,1
"reduced,",0,0,0,0,1,1
reduced;,0,0,0,0,1,0
reduces,1,0,0,0,0,1
reducing,0,0,0,0,1,1
reduction,0,0,0,0,1,1
reduction.,0,0,0,0,1,0
reductions,0,0,0,0,1,0
"reductions,",0,0,0,0,1,0
reeds,1,0,0,0,0,0
reeds;,0,0,0,0,0,1
reef,0,0,1,0,0,0
reeked,0,0,1,0,0,0
reel,0,0,1,0,0,0
reeve,0,0,0,0,1,0
"reeve,",0,0,0,0,1,0
refer,1,1,0,0,0,0
refer?,1,0,0,0,0,0
reference,1,0,1,0,1,1
"reference,",1,0,0,0,0,0
references,1,1,1,1,1,1
referred,1,0,0,0,1,1
referring,1,0,1,0,1,0
refers,0,0,0,0,1,0
refined,1,1,0,0,0,1
"refined,",1,0,0,0,0,0
refined.,1,0,0,0,0,0
refinement,0,0,0,1,0,1
refinement.,1,0,0,0,0,0
refinements,0,0,0,0,1,0
"refitted,",0,0,0,0,0,1
reflect,1,0,0,0,0,1
reflect.”,1,0,0,0,0,0
reflected,1,0,1,0,0,1
"reflected,",1,0,0,0,0,0
reflected.,1,0,0,0,0,0
reflection,1,0,0,0,0,0
"reflects,",0,0,0,0,1,0
reform,0,0,0,0,0,1
"reform,",0,0,0,0,1,1
reform.,0,0,0,0,0,1
reformation,0,0,0,0,0,1
reformed,0,0,0,0,0,1
reforms,0,0,0,0,0,1
"reforms,",0,0,0,0,0,1
reforms.,0,0,0,0,0,1
refrain,1,0,0,0,0,0
refresh,0,0,0,0,0,1
refreshed,1,0,0,0,0,0
refuge,1,0,1,0,0,1
"refuge,",0,0,1,0,0,0
refuge.,0,0,0,0,0,1
refugees,0,0,0,0,0,1
refund,1,1,1,1,1,1
refund.,1,1,1,1,1,1
refunded,0,0,0,0,1,0
refusal,1,0,0,0,1,1
"refusal,",1,0,0,0,0,0
refuse,1,0,1,0,1,1
"refuse,",0,0,0,0,1,0
refuse.,0,1,0,0,0,0
refused,1,0,0,0,1,1
"refused,",1,0,0,0,0,1
refused.,1,0,0,0,0,0
refused.”,1,0,0,0,0,0
refused;,0,0,0,0,0,1
refuses,0,0,0,0,1,1
"refuses,",0,0,0,0,0,1
refusing,0,1,0,0,1,1
refutation,0,0,0,0,0,1
regain,0,0,0,0,0,1
regained,1,0,0,0,0,1
regaining,0,0,0,0,0,1
regal,0,0,0,0,0,1
regale,0,0,1,0,0,0
regard,1,0,1,0,1,1
regard.,1,0,0,0,0,1
regarded,1,0,1,1,1,1
regarding,0,0,0,0,0,1
regardless,0,0,0,0,1,1
regards,0,0,0,0,1,0
"regiment,",0,0,0,0,0,1
region,0,0,0,0,1,1
region.[302],0,0,0,0,1,0
regions,0,0,0,0,0,1
"regions,",0,0,1,0,0,1
regions.,1,0,0,0,1,0
register,0,0,1,0,1,1
"register,",0,0,0,0,1,0
registered,1,1,1,1,1,1
registering,0,0,0,0,1,0
regrating,0,0,0,0,1,0
regret,0,0,1,0,0,1
regret.,1,0,0,0,0,0
regret;,0,0,1,0,0,0
regrets,0,1,0,0,1,0
regrets.,1,0,0,0,0,0
regretted,0,0,0,0,0,1
regretted;,0,0,0,0,1,0
regret—nothing,0,1,0,0,0,0
regular,1,1,0,0,1,1
"regular,",0,0,0,0,0,1
regularity,1,0,0,0,1,0
regularly,0,0,1,0,1,0
"regularly,",1,0,0,0,1,0
regularly.,0,1,0,0,1,0
regularly;,0,0,0,0,1,0
regularly?,0,1,0,0,0,0
regulate,0,0,0,0,1,1
regulated,0,0,0,0,1,1
"regulated,",0,0,0,0,0,1
regulating,1,1,1,1,1,1
regulation,0,0,0,0,1,1
"regulation,",0,0,0,0,0,1
regulations,0,0,0,0,1,1
rehabilitate,0,1,0,0,0,0
rehabilitation,0,0,0,0,1,0
rehearse,1,0,0,0,0,0
rehearsed,1,0,0,0,0,0
rehearsing,1,0,0,0,0,0
reign,0,0,0,0,1,1
"reign,",0,0,0,0,1,1
reign.,0,0,0,0,0,1
reign;,0,0,0,0,1,0
reigned,1,0,0,0,0,1
"reigned,",0,0,0,0,0,1
reigned.,0,0,0,0,0,1
reigning,0,0,0,0,1,1
reigns,0,0,0,0,1,1
"reigns,",0,0,0,0,0,1
reimpose,0,0,0,0,1,0
rein,1,0,0,0,0,0
reinstated,0,0,0,0,0,1
reintroduced,0,0,0,0,1,0
reject,0,0,0,1,1,1
rejected,1,0,0,0,0,1
"rejected,",0,0,0,0,0,1
rejected.,1,0,0,0,0,1
rejecting,0,0,0,1,0,0
rejoice,0,0,0,0,0,1
rejoice.,1,0,0,0,0,0
rejoiced,0,0,1,0,0,0
rejoices,0,0,0,0,1,0
rejoices.,0,0,1,0,0,0
rejoicing,1,0,0,0,0,0
rejoicings.,1,0,0,0,0,0
rejoined,1,0,0,0,0,0
rejoined.,0,0,1,0,0,0
rejoining,1,0,0,0,0,0
"rekes,",0,0,0,0,1,0
relapsing,1,0,0,0,0,0
relate,0,0,0,0,0,1
relate.,0,0,1,0,0,0
related,0,0,0,0,0,1
"related,",0,0,0,0,0,1
related.,0,0,0,0,0,1
relates,0,0,0,0,0,1
relating,0,0,0,0,0,1
relation,0,0,0,0,1,1
relations,1,1,0,0,1,1
"relations,",1,0,0,0,0,1
relations.,0,0,0,1,0,1
relationship,1,0,0,0,0,1
relative,0,0,0,0,1,0
relative.,1,0,0,0,0,0
relatively,0,0,0,0,1,0
relatives,0,0,0,0,0,1
relatives.,0,0,0,0,0,1
relatives.[35],0,0,0,0,0,1
relatives;,0,0,0,0,0,1
relax,0,0,0,0,0,1
relaxation,0,0,0,0,1,1
relaxations,0,0,0,0,1,0
relaxed,1,0,0,0,0,1
"relaxed,",1,0,0,0,1,0
relaxed;,0,0,1,0,0,0
relays,0,0,0,0,1,0
release,1,0,1,0,0,1
"release,",1,0,0,0,0,0
"release?""",0,0,1,0,0,0
released,0,0,0,0,0,1
"released,",0,0,1,0,0,1
released;,0,0,1,0,0,0
releases,0,0,0,0,1,1
releasing,0,0,0,0,0,1
"relented,",0,0,0,0,0,1
"relenting,""",0,0,1,0,0,0
relentless,0,0,1,0,0,1
relentless;,1,0,0,0,0,0
"relents,""",0,0,1,0,0,0
reliable,0,1,0,0,1,0
reliable.,1,0,0,0,0,0
reliable.”,1,0,0,0,0,0
reliance,0,0,0,0,1,1
relics,1,0,0,0,0,0
relied,0,0,0,0,0,1
"relied,",0,0,0,0,0,1
relief,1,1,1,0,1,1
"relief,",1,0,1,0,1,0
relief.,1,0,0,0,1,1
relief:,1,0,0,0,0,0
relief]_.,0,1,0,0,0,0
relieve,1,0,0,0,1,1
relieved,0,1,0,0,1,1
"relieved,",0,0,0,0,1,0
relieves,0,0,0,0,0,1
relieving,1,0,0,1,0,1
religion,1,1,0,0,1,1
"religion,",1,1,0,0,0,1
religion.,0,0,0,0,0,1
religion;,0,0,0,0,0,1
religion?,0,1,0,0,0,0
"religions,",0,0,0,0,0,1
religious,0,0,0,0,1,1
"religious,",1,0,0,0,0,1
religiously,0,0,0,0,0,1
relinquished,0,0,0,0,0,1
"relinquished,",0,0,1,0,0,0
relinquishing,0,0,0,0,1,1
reluctance,1,0,0,0,0,0
reluctant,0,0,0,0,1,0
reluctantly,0,0,0,0,1,1
rely,0,0,0,0,1,1
"rely,",0,0,0,0,0,1
rely.,0,0,0,0,1,1
relying,0,0,0,0,0,1
remain,1,1,1,1,1,1
"remain,",0,0,0,0,1,1
remain.,1,0,0,0,0,1
remainder,0,0,0,0,0,1
remainder;,0,0,0,0,0,1
remained,1,0,1,0,1,1
"remained,",1,0,0,0,0,1
remained.,1,0,0,0,1,0
remained;,0,0,0,0,1,1
remaines,0,0,0,0,1,0
remaineth,0,0,0,0,1,0
remaining,1,1,1,1,1,1
remains,0,1,0,0,1,1
"remains,",0,1,0,0,1,1
remains.,0,0,0,0,0,1
remark,1,0,0,0,0,1
"remark,",1,0,1,0,0,0
remark.,1,0,0,0,0,0
remarkable,1,1,1,0,1,1
"remarkable,",0,0,0,0,1,1
remarkable.,0,0,0,0,1,1
remarkable:,0,0,0,0,1,0
remarkably,0,1,0,0,1,0
remarked,1,0,0,0,1,1
"remarked,",1,0,0,0,1,1
remarked.,1,0,0,0,0,0
remarks,0,0,0,0,1,1
"remarks,",1,0,0,0,0,0
remarks.,1,0,0,0,0,0
"remedied,",0,0,0,0,1,0
remedied.,0,0,0,0,1,0
remedies,0,0,0,0,1,0
remedy,0,0,0,1,1,1
remedy.,0,0,0,0,1,0
remember,1,1,1,0,1,1
"remember,",1,1,0,0,1,0
remember.,1,0,0,0,1,0
remember.”,1,0,0,0,0,0
remembered,1,0,1,0,1,1
"remembered,",1,0,1,0,1,0
remembered.,1,0,0,0,0,0
remembering,1,0,0,0,1,0
remember—,0,1,0,0,0,0
remembrances,1,0,0,0,0,0
remind,1,1,0,0,0,0
reminded,1,0,1,0,0,1
reminding,1,0,0,0,0,0
reminds,1,0,0,0,0,0
reminiscences.,1,0,0,0,0,0
reminiscent,1,0,0,0,0,0
remiss,1,0,0,0,0,0
remission,0,0,0,0,0,1
remissions,0,0,0,0,1,0
"remissions,",0,0,0,0,1,0
"remitted,",0,0,0,0,1,0
remnant,0,0,0,0,0,1
remnants,1,0,0,0,0,0
"remonstrance,",0,0,0,0,0,1
"remonstrances,",0,0,0,0,0,1
"remonstrated,",0,0,1,0,0,0
"remorse,",0,0,0,0,0,1
"remorse.""",0,0,1,0,0,0
remote,0,0,0,0,1,1
remote!,1,0,0,0,0,0
remote.,1,0,0,0,0,0
remoulded,1,0,0,0,0,0
removable,0,0,0,0,1,0
removal,1,0,0,0,1,1
remove,1,1,1,1,1,1
removed,1,1,1,1,1,1
"removed,",0,0,0,0,1,0
removed.,1,1,1,1,1,1
removes,0,0,0,0,0,1
removing,0,0,1,0,1,1
remunerative,0,0,0,0,1,0
renamed.,1,1,1,1,1,1
render,1,0,1,1,0,1
rendered,1,0,0,0,1,1
rendering,0,0,0,0,1,1
renders,0,0,0,0,0,1
renew,0,0,0,0,1,1
renewal,0,0,0,0,1,1
"renewal,",0,0,0,0,1,0
renewed,1,0,0,0,0,1
"renewed,",0,0,0,0,0,1
renewed.,0,0,0,0,0,1
renewing,0,0,0,0,0,1
renews,0,0,0,0,0,1
renounce,0,0,0,0,0,1
renounced,0,0,0,0,0,1
renown,0,0,0,0,0,1
"renown,",0,0,0,0,0,1
renowned,0,0,0,1,0,1
"renowned,",0,0,0,0,0,1
rent,1,0,0,1,1,1
"rent,",0,0,0,1,1,0
rent-paying,0,0,0,0,1,0
rent.,0,0,0,0,1,1
rent.[156],0,0,0,0,1,0
rent.[303],0,0,0,0,1,0
rent.[542],0,0,0,0,1,0
rent;,0,0,0,0,1,1
rent?',0,0,0,0,1,0
rental,0,0,0,0,1,0
rented,0,0,0,0,1,0
renting,0,0,0,0,1,0
rents,1,0,0,0,1,1
"rents,",0,0,0,0,1,0
rents.,0,0,0,0,1,0
rents.[763],0,0,0,0,1,0
rents;,0,0,0,0,1,0
"renunciation,",1,0,0,0,0,0
reopen,1,0,0,0,0,0
reopened,1,0,0,0,0,0
reopening,0,0,0,0,1,0
reorganize,0,0,0,0,0,1
reorganizes,0,0,0,0,0,1
repaid,0,0,0,0,0,1
repaid.,0,0,0,0,0,1
repair,0,0,0,0,1,1
"repair,",0,0,0,0,1,0
"repair,[43]",0,0,0,0,0,1
repair.,0,0,0,0,1,0
repaired,0,0,0,0,0,1
"repaired,",0,0,0,0,0,1
repairing,0,0,1,0,1,1
repairs,0,0,0,0,1,0
"repairs,",0,0,0,0,1,0
repassed;,0,0,1,0,0,0
repay,0,1,0,0,1,0
repayable,0,0,0,0,1,0
repaying,0,0,0,0,1,0
repayre,0,0,0,0,1,0
repeal,0,0,0,0,1,1
repealed,0,0,0,0,1,1
"repealed,",0,0,0,0,1,1
repealed--but,0,0,0,0,0,1
repealed.[271],0,0,0,0,1,0
repealing,0,0,0,0,0,1
repeat,1,0,0,0,0,0
"repeat,",0,0,1,1,0,0
repeated,1,0,1,0,1,1
"repeated,",1,0,1,0,0,0
repeated.,1,0,1,0,0,0
repeated:,1,0,0,0,0,0
repeatedly,0,0,0,0,1,1
"repeater,",0,0,1,0,0,0
repeating,1,0,0,0,1,0
repel,0,0,0,0,0,1
repelled,1,0,0,0,0,1
repelled.,0,0,0,0,0,1
repelling,0,0,0,0,0,1
repent,1,1,1,0,0,0
repent.,1,0,0,0,0,0
repentance,0,0,1,0,0,0
repentance.,1,0,0,0,0,0
repented,0,0,0,0,0,1
repenting,0,0,0,0,0,1
repents—that,0,1,0,0,0,0
"repeopled,",0,0,0,0,0,1
repetition,0,0,0,0,0,1
"repetition,",0,0,0,0,1,0
repine,0,0,0,1,0,0
replace,1,1,1,1,1,1
replaced,1,0,0,0,0,1
replaced.,0,0,0,0,1,0
replacement,1,1,1,1,1,1
replenish,0,0,1,0,1,0
repleted,0,0,1,0,0,0
replied,1,0,1,0,0,1
"replied,",1,0,0,0,0,1
replied.,1,0,1,0,0,0
replied:,1,0,0,0,0,0
replied?”,1,0,0,0,0,0
replies,1,0,0,0,1,0
replies:,1,0,0,0,0,0
reply,1,0,1,0,0,1
"reply,",1,0,0,0,0,1
reply.,1,0,1,0,0,1
reply:,1,0,0,0,0,0
reply;,1,0,0,0,0,0
reply?,1,0,0,0,0,0
"replying,",1,0,0,0,0,0
replying.,1,0,0,0,0,0
report,0,0,0,0,1,1
"report,",0,0,0,0,1,0
report[681],0,0,0,0,1,0
reported,1,1,1,1,1,1
reports,0,0,0,0,1,1
"reports,",1,1,1,1,1,1
repose,1,0,0,0,0,0
"repose,",0,0,0,0,0,1
repose.,0,0,0,0,0,1
repose;,0,0,1,0,0,1
represent,1,0,0,0,1,1
representation,0,0,0,0,0,1
representations,1,1,1,1,1,1
representative,0,0,0,0,0,1
represented,1,0,1,0,1,1
represented.,0,0,0,0,0,1
representing,0,0,0,0,1,1
represents,0,0,0,0,1,0
repress,1,0,0,0,0,1
repress.,1,0,1,0,0,0
repressed,1,0,0,0,0,1
repressing,1,0,0,0,0,1
repressive,1,0,0,0,0,0
reproach,0,0,0,0,1,0
reproach.,0,0,1,0,0,0
reproach:,1,0,0,0,0,0
reproaches,0,0,0,0,0,1
"reproachfully,",1,0,0,0,0,0
reproachfully.,1,0,0,0,0,0
reproaching,0,1,0,0,0,0
reproduction,1,0,0,0,0,0
reproductions,0,0,0,0,1,0
reproof,1,0,0,0,0,0
reproving,1,0,0,0,0,0
republic,0,0,0,0,0,1
"republic,",0,0,0,0,0,1
republic.,0,0,0,0,0,1
republican,0,0,0,0,0,1
repudiating,0,1,0,0,0,0
repugnance.,0,0,0,0,0,1
repulse,0,0,0,0,0,1
repulsed,1,0,1,0,0,1
"repulsed,",0,0,0,0,0,1
repulses,0,0,0,0,0,1
reputation,0,1,0,0,1,1
reputation'.,0,0,0,0,1,0
"reputation,",0,1,0,0,0,1
reputation.,0,0,0,0,1,0
reputation?,0,1,0,0,0,0
repute.,0,0,1,0,0,0
reputed,0,0,0,0,1,0
reputed.',0,0,0,0,1,0
request,1,1,0,0,0,1
"request,",1,1,1,1,1,1
request.,0,0,0,0,0,1
requested,0,0,0,0,1,1
requested.,1,0,0,0,0,0
requests,0,0,0,0,0,1
require,1,1,1,1,1,1
require),0,0,0,1,0,0
required,1,1,1,1,1,1
"required,",0,0,0,0,1,1
required.,0,0,0,0,1,0
requirements,1,1,1,1,1,1
"requirements,",1,1,1,1,1,1
requirements.,1,1,1,1,1,1
requires,0,0,1,0,0,1
requires'.,0,0,0,0,1,0
requiring,0,0,0,0,0,1
requisite,0,0,0,0,0,1
requisition.,0,0,0,0,0,1
"requited,",1,0,0,0,0,0
res,0,0,0,0,0,1
rescue,1,0,0,0,0,0
rescue.,1,0,0,0,0,0
rescue?,0,1,0,0,0,0
rescued,0,0,0,0,0,1
rescuing,0,0,0,0,1,0
research,1,1,1,1,1,1
"research,",0,0,0,0,1,0
research.,1,1,1,1,1,1
"researches,",0,0,0,0,1,0
resell,0,0,0,0,1,0
resemble,1,0,0,0,0,0
resembled,1,0,0,0,1,1
resembles,0,0,0,0,0,1
resembling,0,0,0,0,0,1
resent,1,0,0,0,0,0
resented,1,0,0,0,1,0
resentment.,0,0,0,0,0,1
reserve,0,0,0,0,1,0
"reserve,",0,0,0,0,1,1
reserve.,0,0,0,0,1,0
reserved,0,0,0,1,1,1
"reserved,",0,0,0,0,1,0
reserve—_[Breaking,0,1,0,0,0,0
reserving,0,0,0,0,1,0
reservoir,0,0,0,0,1,0
reservoirs,0,0,0,0,0,1
"reservoirs,",0,0,0,0,0,1
reside,1,0,0,0,0,1
reside;,0,0,0,0,1,0
resided,0,0,0,0,0,1
residence,0,0,1,0,1,1
"residence,",0,0,0,0,0,1
"residence.--Stephen,",0,0,0,0,1,0
residences.,0,0,0,0,0,1
resident,1,0,0,0,0,1
residential,1,0,0,0,0,0
residents,1,0,0,0,0,0
residing,0,0,0,0,0,1
"residing,",0,0,0,0,0,1
residuary,0,0,1,0,0,0
residue,0,0,0,0,1,0
resign,0,0,0,0,0,1
"resign,",0,0,0,0,0,1
resignation,0,0,0,0,0,1
"resignation,",0,0,0,0,0,1
resigned,0,0,0,0,0,1
resigning,0,0,0,0,0,1
resigns,0,0,0,0,0,1
resist,1,0,0,0,0,1
resist.,0,0,0,0,0,1
resist;,0,0,0,0,0,1
resistance,0,0,1,0,0,1
"resistance,",0,0,0,0,1,1
resistance.,0,0,0,0,0,1
resistance.]_,0,1,0,0,0,0
resistance;,0,0,0,0,0,1
resisted,0,0,0,0,1,1
resisted.,0,0,1,0,1,0
resisting,0,0,0,0,1,0
resold,0,0,0,0,1,0
resolute,1,0,0,0,1,1
resolute.,0,0,1,0,0,0
resolutely,0,0,0,0,0,1
resolution,1,0,1,1,0,1
resolutions,0,0,1,0,0,1
resolution—,0,1,0,0,0,0
resolve,0,0,0,0,0,1
"resolve,",0,0,0,0,0,1
resolved,0,0,1,0,1,1
"resolved,",0,0,0,0,0,1
resolving,0,0,0,0,0,1
resort,0,0,0,0,0,1
"resort,",0,0,1,0,0,0
resorted,0,0,0,0,1,1
resorted.,0,0,0,0,0,1
resorting,0,0,1,0,0,0
resorts,0,0,1,0,0,0
resounded,0,0,1,0,0,0
resource,0,0,0,0,1,0
"resource,",0,0,0,0,0,1
resource.,1,0,0,0,1,1
"resource?""",0,0,1,0,0,0
resources,1,0,0,0,0,1
"resources,",0,0,0,0,0,1
resources;,0,0,0,0,0,1
respect,1,1,0,0,1,1
"respect,",0,0,0,0,1,1
respect.,0,0,1,0,0,0
"respectability,",1,0,0,0,0,0
respectable,1,0,0,0,1,1
respectable.,1,0,0,0,0,0
respectable;,0,0,0,0,0,1
respected,0,0,0,0,0,1
"respected,",1,0,0,0,0,0
respected;,0,0,0,0,1,0
respectful,1,0,0,0,0,1
respectful.,1,0,0,0,0,0
respecting,0,0,0,0,1,1
respective,0,0,0,0,1,1
respectively,0,0,0,0,1,0
"respectively,",0,0,0,0,1,0
respectively.,0,0,0,0,1,1
respectively;,0,0,0,0,1,0
respects,0,0,0,0,1,1
"respects,",0,0,0,0,0,1
respite,0,0,0,0,0,1
respond,1,0,0,0,0,1
responded,0,0,0,0,0,1
responding,1,0,0,0,0,0
"response,",0,0,0,0,0,1
response.,1,0,0,0,0,0
responsibility,0,0,0,0,0,1
"responsibility,",0,1,0,0,0,0
responsibility.,0,1,0,0,0,0
responsibility?,0,1,0,0,0,0
responsible,1,1,0,0,1,1
responsible.,0,0,0,0,0,1
rest,1,0,1,1,1,1
"rest,",0,1,1,0,1,1
rest.,0,1,1,0,1,1
rest.',0,0,0,0,1,0
rest;,0,0,1,0,1,1
reste,0,0,0,0,1,0
rested,1,0,0,0,0,1
rested.”,1,0,0,0,0,0
restful,1,0,0,0,0,0
resting,1,0,0,0,0,1
restitution,0,0,0,0,0,1
"restive,",1,0,0,0,0,0
restive.,1,0,0,0,0,0
restless,0,0,1,0,0,1
restlessly.]_,0,1,0,0,0,0
